"Organization name",Phone,Email,Website,Address,"Address city","Address state","Address country",Label,"Liczba ofert OLX","Ostatnia oferta OLX","Pierwsza oferta OLX","OLX ID","Przykladowa oferta URL","Stanowiska (probka)"
Mariusz,"","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-16,2026-05-16,74176550,https://www.olx.pl/oferta/praca/operator-ka-wezla-betoniarskiego-CID4-ID1aFxNn.html,"Operator/ka węzła betoniarskiego"
"Paweł","","","","",Bochnia,"Małopolskie",Polska,"Produkcja ogólna",1,2026-05-16,2026-05-16,984697536,https://www.olx.pl/oferta/praca/pracownik-produkcji-mebli-stolarz-operator-maszyn-praca-stacjonarna-w-bochni-CID4-ID1aFCey.html,"Pracownik produkcji mebli - Stolarz, Operator masz"
Biuro,"","","","",Mianowice,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,1063496043,https://www.olx.pl/oferta/praca/poszukujemy-pracownika-operator-okleiniarki-CID4-ID1aEB8a.html,"Poszukujemy pracownika Operator Okleiniarki"
"TiA sp. z o.o.","","","","",Przeworsk,Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,1229746928,https://www.olx.pl/oferta/praca/operator-wtryskarki-i-maszyn-pakujacych-wyroby-z-tworzyw-sztucznych-CID4-ID1aF3gF.html,"Operator Wtryskarki i Maszyn Pakujących Wyroby z T"
"SG METAL Sebastian Guder","68 3842315","","","",Wolsztyn,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,1381906288,https://www.olx.pl/oferta/praca/lakiernik-malarz-przemyslowy-k-m-CID4-ID1aEW6U.html,"Lakiernik/malarz przemysłowy [K/M]"
bereco.podmurowka,"","","","","Żerków",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,1440463714,https://www.olx.pl/oferta/praca/pracownik-produkcji-jarocin-okolice-CID4-ID1aEFCo.html,"Pracownik produkcji Jarocin okolice"
Jan,"","","","","Krosna-Wieś",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,14605095,https://www.olx.pl/oferta/praca/praca-przy-produkcji-palet-drewnianych-CID4-ID1aF3Lj.html,"Praca przy produkcji palet drewnianych"
"Magdalena Złotecka","","","","","Żelechlin",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,14844121,https://www.olx.pl/oferta/praca/zatrudnie-pracownika-CID4-ID1aESN0.html,"Zatrudnię Pracownika"
"Marcegaglia Poland Sp. z o.o.","","","","",Kluczbork,Opolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,155735305,https://www.olx.pl/oferta/praca/operator-maszyn-marcegaglia-poland-sp-z-o-o-CID4-ID1aEVDf.html,"Operator maszyn - Marcegaglia Poland Sp. z o.o."
"JassBoard Sp z o.o.","","","","",Czachorowo,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,18351751,https://www.olx.pl/oferta/praca/mlodszy-operator-maszyn-m-k-CID4-ID1aEuiy.html,"Młodszy Operator Maszyn (m/k)"
Drimer,"","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,1942358828,https://www.olx.pl/oferta/praca/pomocnik-operatora-maszyn-produkcyjnych-k-m-CID4-ID1aEXH0.html,"Pomocnik operatora maszyn produkcyjnych (k/m)"
"k.żarkowska","","","","",Komorniki,"Dolnośląskie",Polska,"Logistyka / Transport",1,2026-05-15,2026-05-15,2019579972,https://www.olx.pl/oferta/praca/logistyk-specjalista-ds-transportu-i-logistyki-m-k-CID4-ID1aEFpC.html,"Logistyk / Specjalista ds. transportu i logistyki "
Dariusz,"","","","",Pecna,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,2097470348,https://www.olx.pl/oferta/praca/praca-przy-produkcji-palet-CID4-ID1aEIhX.html,"Praca przy produkcji palet"
"Paweł Majchrzak","534 925 297","","","","Dąbrowa Górnicza","Śląskie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,2284237068,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aEVUh.html,"Pracownik Produkcji"
Justyna,"","","","","Koziegłówki","Śląskie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,23624037,https://www.olx.pl/oferta/praca/praca-przy-dekoratoracji-choinek-sztucznych-CID4-ID1aEPN2.html,"Praca przy dekoratoracji choinek sztucznych"
"Skład Opału ENEO Węgiel","","","","","Polska Wieś",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,244535935,https://www.olx.pl/oferta/praca/pracownik-placowy-CID4-ID1aEHHz.html,"Pracownik placowy"
JS,"","","","","Zielona Góra",Lubuskie,Polska,"Przemysł metalowy / obróbka",1,2026-05-15,2026-05-15,249591941,https://www.olx.pl/oferta/praca/spawacz-obudowy-i-konstrukcje-metalowe-CID4-ID1aF26A.html,"Spawacz - obudowy i konstrukcje metalowe"
"Sentrex Sp. z o.o.","","","","",Gogolin,Opolskie,Polska,Magazyn,1,2026-05-15,2026-05-15,2547099058,https://www.olx.pl/oferta/praca/magazynier-magazynierka-CID4-ID1aEVEz.html,"Magazynier / Magazynierka"
"Grzegorz Bucior","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,2547844006,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-maszyn-CID4-ID1aEAEM.html,"Pracownik produkcji, operator maszyn"
"Animex Foods sp z oo Oddział K4 w Kutnie","","","","",Kutno,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,2551059919,https://www.olx.pl/oferta/praca/wagowa-w-dziale-uau-CID4-ID1aEFAW.html,"Wagowa w Dziale UAU"
Polatis,"","","","","Nawojowa Góra","Małopolskie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,2551484415,https://www.olx.pl/oferta/praca/technik-jakosci-dostawcow-m-k-n-CID4-ID1aEUFj.html,"Technik Jakości Dostawców (M/K/N)"
Dariusz,"","","","",Ocieszyn,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,2552323141,https://www.olx.pl/oferta/praca/zatrudnimy-pracownika-produkcji-CID4-ID1aEw3J.html,"Zatrudnimy Pracownika Produkcji"
"Agata S.A.","","","","","Mysiadło",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,30788605,https://www.olx.pl/oferta/praca/doradca-klienta-m-k-mysiadlo-CID4-ID1aEU54.html,"Doradca Klienta (m/k) - Mysiadło"
"Dział Personalny","","","","",Rypin,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,346087707,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-n-CID4-ID1aEBup.html,"Pracownik produkcji (k/m/n)"
Jan,"","","","","Wrocław","Dolnośląskie",Polska,"Przemysł metalowy / obróbka",1,2026-05-15,2026-05-15,35278229,https://www.olx.pl/oferta/praca/operator-prasy-krawedziowej-operator-lasera-cnc-65-zl-netto-na-godzine-CID4-ID1aF1cG.html,"Operator prasy krawędziowej Operator lasera CNC 65"
"AVANTE Spółka Akcyjna","","","","","Elbląg","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,36665813,https://www.olx.pl/oferta/praca/avante-sa-wiodacy-producent-stolarki-pvc-i-alu-CID4-ID1aF0wT.html,"AVANTE SA  - Wiodący producent stolarki  PVC  i AL"
"Glamox Sp. z o.o.","","","","","Niezdów","Małopolskie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,38092879,https://www.olx.pl/oferta/praca/inzynier-produktu-konstruktor-k-m-CID4-ID1aEQxu.html,"Inżynier Produktu/Konstruktor (K/M)"
Karya,"","","","",Lublin,Lubelskie,Polska,"Przemysł metalowy / obróbka",1,2026-05-15,2026-05-15,40481663,https://www.olx.pl/oferta/praca/pomocnik-spawacza-praca-w-delegacji-branza-kolejowa-CID4-ID1aEVxy.html,"Pomocnik spawacza - praca w delegacji - branża kol"
Agnieszka,"","","","",Stodzew,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,41374135,https://www.olx.pl/oferta/praca/specjalista-ds-specyfikacji-k-m-CID4-ID1aEZ6O.html,"Specjalista ds. Specyfikacji (K, M)"
Justyna,"","","","",Wiechlice,Lubuskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,41948399,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-produkcji-prefabrykatow-betonowych-CID4-ID1aEyts.html,"Pracownik / Pracowniczka produkcji prefabrykatów b"
"Sierosławski Group","","","","",Mielec,Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,43644709,https://www.olx.pl/oferta/praca/specjalista-specjalistka-ds-jakosci-CID4-ID1aEWN5.html,"Specjalista/Specjalistka ds. jakości"
"Jutrzenka Dobre Miasto","","","","","Dobre Miasto","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,438387176,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-CID4-ID1aEINN.html,"Pracownik/Pracownica produkcji"
Leszek,"","","","",Bydgoszcz,Kujawsko-pomorskie,Polska,Magazyn,1,2026-05-15,2026-05-15,442491285,https://www.olx.pl/oferta/praca/pracownik-produkcji-magazynier-CID4-ID1aEU16.html,"Pracownik produkcji / Magazynier"
SYLMET,"","","","","Lesiów",Mazowieckie,Polska,"Przemysł metalowy / obróbka",1,2026-05-15,2026-05-15,455151888,https://www.olx.pl/oferta/praca/pomocnik-spawacza-szlifierz-pracownik-fizyczny-CID4-ID1aFjBY.html,"Pomocnik spawacza / szlifierz / pracownik fizyczny"
"KORAL S.A.","","","","","Ustronie Morskie",Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,582952309,https://www.olx.pl/oferta/praca/lider-liderka-linii-CID4-ID1aEXa3.html,"Lider / Liderka Linii"
"DEBON sp. z o.o.","","","","",Krzemieniewo,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,654079364,https://www.olx.pl/oferta/praca/pracownik-dzialu-techniczno-konstrukcyjnego-CID4-ID1aF0ri.html,"pracownik działu techniczno-konstrukcyjnego"
Womet,"","","","",Kutno,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,698903036,https://www.olx.pl/oferta/praca/technolog-programista-cad-cam-CID4-ID1aFfsp.html,"Technolog - Programista - CAD - CAM"
"I.C.I. Polska Sp. z o.o. Sp. k","","","","",Skarbimierz,Opolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,727907469,https://www.olx.pl/oferta/praca/lider-liderka-produkcji-skarbimierz-CID4-ID1aEIya.html,"Lider / Liderka produkcji Skarbimierz"
"SmakMAK Sp. z o.o.","","","","","Strzyżewice",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,81670767,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-CID4-ID1aEMtz.html,"Pracownik produkcji (k/m)"
"Anna Szczygieł","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,835428768,https://www.olx.pl/oferta/praca/pracownik-montazu-pracowniczka-montazu-CID4-ID1aEKZE.html,"Pracownik montażu/Pracowniczka montażu"
"Sales HR","","","","",Bochnia,"Małopolskie",Polska,"Produkcja ogólna",1,2026-05-15,2026-05-15,84546557,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-nowy-zaklad-CID4-ID1aES58.html,"Pracownik produkcyjny (nowy zakład)"
Crystal-Panel,"","","","","Golęczewo",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,117479127,https://www.olx.pl/oferta/praca/pracownik-produkcji-lutowniczy-CID4-ID1aDqXS.html,"Pracownik Produkcji - Lutowniczy"
"Тетяна","","","","","Kraków","Małopolskie",Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,1524472264,https://www.olx.pl/oferta/praca/operator-maszyny-do-ciecia-etykiet-CID4-ID1aDDwO.html,"Operator maszyny do cięcia etykiet"
"PPHU AND sp. z o.o.","","","","",Bytom,"Śląskie",Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,16151535,https://www.olx.pl/oferta/praca/slusarz-monter-CID4-ID1aDmt8.html,"Ślusarz - monter"
"Gerczak Nord-Pol Hatchery sp.k.","","","","","Babięty Wielkie","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,1754083930,https://www.olx.pl/oferta/praca/drobiarz-pracownik-fermy-reprodukcyjnej-indykow-CID4-ID1aDqga.html,"Drobiarz – pracownik fermy reprodukcyjnej indyków"
"MTSC POLAND SP. Z O. O","","","","",Trzebyczka,"Śląskie",Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,2546220148,https://www.olx.pl/oferta/praca/praca-w-zakladzie-produkcyjnym-CID4-ID1aDDqS.html,"Praca w zakładzie produkcyjnym"
"Józef","","","","",Zakliczyn,"Małopolskie",Polska,"Przemysł metalowy / obróbka",1,2026-05-14,2026-05-14,2547016952,https://www.olx.pl/oferta/praca/praca-spawacz-tig-monter-zakliczyn-CID4-ID1aDtpT.html,"Praca spawacz TIG/monter - Zakliczyn"
Robert,"","","","","Mroczeń",Wielkopolskie,Polska,Magazyn,1,2026-05-14,2026-05-14,2547722512,https://www.olx.pl/oferta/praca/pracownik-magazynu-pilnie-poszukiwany-CID4-ID1aDMfl.html,"PRACOWNIK MAGAZYNU pilnie poszukiwany"
"Vivenge Sp. z o.o.","","","","","Łuków",Lubelskie,Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,286022821,https://www.olx.pl/oferta/praca/pracownik-drukarni-CID4-ID1aDEu7.html,"pracownik DRUKARNI"
Matplast,"","","","",Koszyn,"Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,310261239,https://www.olx.pl/oferta/praca/osoba-zajmujaca-sie-produkcja-okien-pvc-CID4-ID1aDHE3.html,"Osoba Zajmująca się produkcją okien PVC"
"Farmacia Verde Sp. z o.o. sp. k.","","","","","Gdańsk",Pomorskie,Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,365316210,https://www.olx.pl/oferta/praca/chemik-pracownik-produkcji-kosmetykow-CID4-ID1aDYwy.html,"Chemik/Pracownik produkcji kosmetyków"
Crystal,"","","","","Pigża",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,385337088,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1aDGf0.html,"pracownik produkcji"
Artur,"","","","",Borzym,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,58817879,https://www.olx.pl/oferta/praca/pracownik-produkcji-montaz-probny-konstrukcji-CID4-ID1aDvVX.html,"Pracownik produkcji - Montaż próbny konstrukcji"
Leszek,"","","","",Chomino,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,5929359,https://www.olx.pl/oferta/praca/pracownik-linii-produkcyjnej-CID4-ID1aDvWr.html,"Pracownik linii produkcyjnej"
Granit-Styl,"","","","","Łoźnica",Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,6304773,https://www.olx.pl/oferta/praca/pracownik-kamieniarstwa-mozliwosc-przyuczenia-CID4-ID1aDuSt.html,"Pracownik kamieniarstwa / możliwość przyuczenia"
Zlem,"","","","","Jastrzębie-Zdrój","Śląskie",Polska,"Produkcja ogólna",1,2026-05-14,2026-05-14,841198875,https://www.olx.pl/oferta/praca/osoba-do-przygotowania-produkcji-CID4-ID1aDzMt.html,"osoba do przygotowania produkcji"
ENERIS,"","","","","Kłoda",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,1018661216,https://www.olx.pl/oferta/praca/operator-wozka-widlowego-altvater-pila-kloda-k-m-CID4-ID1aC5Ud.html,"Operator wózka widłowego - Altvater Piła - Kłoda ("
Maciej,"","","","","Łódź","Łódzkie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,13356545,https://www.olx.pl/oferta/praca/operator-maszyn-konfekcjonujacych-CID4-ID1aCWtL.html,"Operator maszyn konfekcjonujących"
Piotr,"","","","","Mistów",Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,1362120590,https://www.olx.pl/oferta/praca/zatrudnie-pomocnika-stolarza-CID4-ID1aCpPf.html,"Zatrudnię pomocnika stolarza"
"Charmine Rose","","","","",Dyzin,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,15129629,https://www.olx.pl/oferta/praca/pracownik-pracownica-produkcji-CID4-ID1aBUwC.html,"Pracownik/pracownica produkcji"
"BROWAR JAN OLBRACHT RZEMIEŚLNICZY","","","","","Piotrków Trybunalski","Łódzkie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,1589556002,https://www.olx.pl/oferta/praca/pracownik-browaru-jedna-zmiana-wolne-weekendy-CID4-ID1aC0pQ.html,"Pracownik Browaru jedna zmiana WOLNE WEEKENDY"
"Voster Spółka z ograniczoną odpowiedzialnością","","","","",Zarzecze,Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,1691011143,https://www.olx.pl/oferta/praca/pracownik-wakacyjny-k-m-CID4-ID1aCj2c.html,"Pracownik wakacyjny (k/m)"
"International Quick Service Polska Sp. z o.o.","","","","",Cieszyn,"Śląskie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,1758141,https://www.olx.pl/oferta/praca/wsparcie-produkcji-praca-w-cieszynie-CID4-ID1aC2oJ.html,"Wsparcie Produkcji - Praca w Cieszynie"
"THALE Sp. z o.o. Sp.k.- właściciel marki Niczuk","","","","",Olsztyn,"Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,18941539,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-praca-w-olsztynie-CID4-ID1aC1bd.html,"PRACOWNIK PRODUKCJI (m/k) - praca w Olsztynie"
STAGO,"","","","","Jędrzejów","Świętokrzyskie",Polska,"Przemysł metalowy / obróbka",1,2026-05-13,2026-05-13,2067146325,https://www.olx.pl/oferta/praca/pomocnik-spawacza-firma-stago-CID4-ID1aBVmB.html,"Pomocnik spawacza firma STAGO"
"MOSTTECH sp. z o.o.","","","","","Chrzanów","Małopolskie",Polska,"Przemysł metalowy / obróbka",1,2026-05-13,2026-05-13,2267341439,https://www.olx.pl/oferta/praca/slusarz-praca-na-hali-w-chrzanowie-CID4-ID1aC27P.html,"ślusarz -praca na hali w  Chrzanowie"
"LARSS Polska Sp. z o.o.","","","","",Lublin,Lubelskie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,2548291732,https://www.olx.pl/oferta/praca/pracownik-do-liczenia-produktow-na-palecie-studenci-CID4-ID1aCcOL.html,"Pracownik do liczenia produktów na palecie/ Studen"
"Mrol1 Sp. z o.o.","","","","","Odolanów",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,26007671,https://www.olx.pl/oferta/praca/pracownik-obrobki-plastycznej-stali-praca-na-prasach-CID4-ID1aCd9W.html,"Pracownik obróbki plastycznej stali- praca na pras"
krozmet,"","","","",Olsztyn,"Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,27302401,https://www.olx.pl/oferta/praca/osoba-kierujaca-produkcja-CID4-ID1aCg0W.html,"Osoba kierująca produkcją"
"NOTI sp. z o.o.","","","","","Tarnowo Podgórne",Wielkopolskie,Polska,"Pakowanie / FMCG",1,2026-05-13,2026-05-13,324990689,https://www.olx.pl/oferta/praca/pracownik-dzialu-pakowania-k-m-jedna-zmiana-CID4-ID1aCMdq.html,"Pracownik działu pakowania (k/m). Jedna zmiana!"
"Archon Studio","","","","","Piła",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,337112546,https://www.olx.pl/oferta/praca/pracownik-kompletacji-produkcji-CID4-ID1aCrrk.html,"Pracownik kompletacji produkcji"
"Michał","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,35516315,https://www.olx.pl/oferta/praca/praca-w-introligatornii-CID4-ID1aCqfY.html,"praca w introligatornii"
"Michał","","","","","Kurów",Lubelskie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,410076971,https://www.olx.pl/oferta/praca/pracownik-produkcji-w-przetworstwie-ryb-CID4-ID1aC6ns.html,"Pracownik produkcji w przetwórstwie ryb"
"Meble Wójcik Sp. z o.o.","785 777 766","","","",Lublin,Lubelskie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,473570619,https://www.olx.pl/oferta/praca/koordynator-biura-wsparcia-produkcji-CID4-ID1aBZmj.html,"Koordynator Biura Wsparcia Produkcji"
"Franc-Textil Sp z o.o.","","","","","Żarów","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,64563856,https://www.olx.pl/oferta/praca/szwacz-szwaczka-CID4-ID1aBTjq.html,"szwacz / szwaczka"
SOLPLAST,"","","","",Nowiny,"Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,66766620,https://www.olx.pl/oferta/praca/praca-na-produkcji-z-mozliwoscia-awansu-CID4-ID1aCNi7.html,"Praca na produkcji z możliwością awansu"
"Jiffy Packaging Sp z o.o","","","","",Gliwice,"Śląskie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,69586390,https://www.olx.pl/oferta/praca/operator-przetworstwa-tworzyw-sztucznych-CID4-ID1aC17S.html,"Operator Przetwórstwa Tworzyw Sztucznych"
Grzegorz,"","","","","Chrzanów","Małopolskie",Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,76397623,https://www.olx.pl/oferta/praca/pracowik-do-produkcji-CID4-ID1aCvTu.html,"pracowik do produkcji"
"Krystian Bębenek","","","","","Jaszczów",Lubelskie,Polska,"Produkcja ogólna",1,2026-05-13,2026-05-13,817956510,https://www.olx.pl/oferta/praca/pracownik-produkcji-szlifowanie-i-przygotowanie-do-lakierowania-CID4-ID1aC0ys.html,"Pracownik produkcji – Szlifowanie i przygotowanie "
Maryna,"","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-12,2026-05-12,1379314118,https://www.olx.pl/oferta/praca/praca-na-produkcji-dla-kazdego-i-CID4-ID1aBAxq.html,"Praca na Produkcji dla każdego | Робота на виробни"
BaliaTechnic,"","","","","Nowy Targ","Małopolskie",Polska,"Produkcja ogólna",1,2026-05-12,2026-05-12,2122290868,https://www.olx.pl/oferta/praca/pracownik-produkcji-wkladow-do-balii-ogrodowych-CID4-ID1aB6oD.html,"Pracownik produkcji wkładów do balii ogrodowych"
"P. H. Hamar sp. j. B. i H. Grzesiak","","","","",Gdynia,Pomorskie,Polska,"Produkcja ogólna",1,2026-05-12,2026-05-12,2548526146,https://www.olx.pl/oferta/praca/mlodszy-operator-mlodsza-operatorka-maszyn-konfekcjonowanie-towaru-CID4-ID1aBa98.html,"Młodszy operator / Młodsza operatorka maszyn, konf"
"Mariusz Zadara","","","","","Tomaszów Mazowiecki","Łódzkie",Polska,"Produkcja ogólna",1,2026-05-12,2026-05-12,80835857,https://www.olx.pl/oferta/praca/pracownik-myjki-pojemnikow-zaklad-drobiarski-CID4-ID1aBjTz.html,"Pracownik MYJKI POJEMNIKÓW - Zakład Drobiarski"
"Weronika Popowska","","","","",Stawy,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,1096915502,https://www.olx.pl/oferta/praca/kierownik-kierowniczka-zmiany-CID4-ID1aA96F.html,"Kierownik/ Kierowniczka zmiany"
Converis,"","","","","Międzyrzecz-Wybudowanie",Lubuskie,Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,1211112917,https://www.olx.pl/oferta/praca/pomocnik-operatora-maszyn-do-rotomouldingu-CID4-ID1azYHL.html,"Pomocnik operatora maszyn do rotomouldingu"
Marcin,"","","","",Olsztyn,"Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,124001499,https://www.olx.pl/oferta/praca/szwaczka-krawcowa-CID4-ID1aA8AQ.html,Szwaczka/Krawcowa
Magda,"","","","",Pabianice,"Łódzkie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,1308085490,https://www.olx.pl/oferta/praca/praca-na-produkcji-bez-doswiadczenia-ksawerow-stabilne-zatrudnienie-6000-brutto-od-zaraz-CID4-ID1aAjsr.html,"Praca na produkcji bez doświadczenia | Ksawerów | "
"Fabryka Pił i Narzędzi Wapienica Sp. z o.o.","+48 338 280856","","","","Bielsko-Biała","Śląskie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,1666774402,https://www.olx.pl/oferta/praca/operator-maszyn-i-urzadzen-k-m-CID4-ID1aAd9C.html,"Operator maszyn i urządzeń (k/m)"
"McCain Poland Sp. z o.o.","","","","",Strzelin,"Dolnośląskie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,1821816848,https://www.olx.pl/oferta/praca/operator-operatorka-wozka-widlowego-w-mccain-poland-sp-z-o-o-CID4-ID1aA9p6.html,"Operator/ Operatorka wózka widłowego w McCain Pola"
"Swietelsky Rail Polska Sp. z o.o.","","","","",Stale,Podkarpackie,Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,2547431406,https://www.olx.pl/oferta/praca/pracownik-techniczny-k-m-infrastruktura-kolejowa-CID4-ID1aAdyP.html,"Pracownik techniczny (k/m) - infrastruktura kolejo"
"Poczta Polska S.A.","","","","","Piła",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,280775387,https://www.olx.pl/oferta/praca/pracownik-pracownica-ds-wydruku-i-konfekcjonowania-CID4-ID1aA4UV.html,"Pracownik/Pracownica ds Wydruku i Konfekcjonowania"
"Paweł","","","","",Gdynia,Pomorskie,Polska,"Elektryka / Automatyka / UR",1,2026-05-11,2026-05-11,28540153,https://www.olx.pl/oferta/praca/monter-obszar-mechanika-lub-elektryka-pracownik-produkcji-operator-produkcji-CID4-ID1aANfM.html,"Monter (obszar mechanika lub elektryka) / Pracowni"
CoolArt,"","","","","Gniazdów","Śląskie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,318392058,https://www.olx.pl/oferta/praca/praca-przy-produkcji-kompozycji-z-kwiatow-sztucznych-choinek-sztucznych-CID4-ID1aAH2y.html,"Praca przy produkcji kompozycji z kwiatów sztuczny"
"EGGER Biskupiec Sp. z o.o.","","","","","Biskupiec-Kolonia Druga","Warmińsko-mazurskie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,388916585,https://www.olx.pl/oferta/praca/operator-ka-kleju-w-egger-CID4-ID1aA6ML.html,"Operator/ka kleju w EGGER"
"Paweł","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,42724559,https://www.olx.pl/oferta/praca/pracownik-poligrafii-do-wyklejania-znakow-drogowych-CID4-ID1aAbH9.html,"Pracownik poligrafii do wyklejania znaków drogowyc"
"Dutron Śrem Sp. z o.o.","612 833 120","","","",Psarskie,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,58824467,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-CID4-ID1aAbck.html,"Pracownik Produkcji  (K/M)"
Flexmeblecom,"","","","","Złotniki","Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-05-11,2026-05-11,717236513,https://www.olx.pl/oferta/praca/opertator-maszyn-stolarskich-pracownik-produkcji-CID4-ID1aAf91.html,"Opertator maszyn stolarskich, pracownik produkcji"
